000000000000000100100020220001021101221120,1,60,27680641
000000000001000100100020220021021101221120,1,60,364565
000000000001000100100220220021121101221120,3,120,24960282
000000000000000000000010000001002000200100,2,0,19691391
000000000000000200000010000001002000210100,5,20,1315530
000000000000000200000010020001002000211100,6,50,32451576
000000000000000200000010020001002100211120,5,50,41127976
000000000000000200200010021001002100211120,5,150,38116657
000000000000000001000000200001020001201000,5,30,24981972
000000000010000001000000200001020001201200,1,50,29271739
000100000010000001000000200021020001201200,4,1000,13261187
000000000000000000000000000000200000011000,2,0,22619827
000000000000000000000000000000210000211000,4,30,7317795
000000000000000000000000200000210000211100,6,40,20407423
000000000000000000000000200000210001211120,3,110,42248830
000000000000000010000002200000210001211120,4,110,33127024
000000000000000012000002200000210101211120,5,120,20733666
000000000000000012000002200010212101211120,5,130,31870880
000000000000000012000102220010212101211120,5,130,6032344
000000000000000000000000000000200001210100,2,30,45184434
000000000000000000000001000002200001210100,2,40,10166375
000000000000000100000021000002200001210100,6,40,19566136
000000000000000100000021000002200101210120,1,40,39962130
000000000000000100000021001022200101210120,2,40,8227559
000000002000000100000021001022201101210120,2,40,1704819
020000002000000100000121001022201101210120,2,1000,12391637
000000000001000000100000020000001001220120,2,20,43329150
000000000001000000100000020002001001221120,2,30,26044136
000000000001000000100020020002101001221120,2,150,22155328
000000000000000000000000000000000000001210,4,30,26749572
000000000000000000000000000000020001001210,4,50,15541228
000000000000000000000000200000020101001210,2,50,10286494
000000000000000000000000200000021101201210,4,70,33421943
000000000000000002000000201000021101201210,4,160,6478873
000000000000000000000000000000010000201120,4,20,15803994
000000000000000000000000200001010000201120,4,40,9874078
000000000000000002000000200001010000211120,3,110,9651635
000000000000000002000010200001210000211120,3,110,9542093
000000000000000102000012200001210000211120,2,110,20897872
000000002000000102000012200001210100211120,3,130,31409627
000000002100000122000012200001210100211120,5,130,22294021
000000000000000000000000000000000000210100,2,0,2836259
000000000000000000000000000002100000210100,2,20,15149919
000000000000000000000020000002100000211100,2,180,45540263
000000000000000000000000000000000001201210,4,30,20595428
000000000000000000000000000001221201211210,4,130,42400996
000000000000000000000010200001221201211210,4,130,19711962
000000000010000002000010200001221201211210,5,130,479875
000000000010000002000010221001221201211210,5,130,27463490
000000000000000000000000000001200001210000,3,30,45693033
000000000000000000000012000001200001210000,3,40,10285481
000000000000000020000012000001200001210010,3,170,2302979
000000000000000000000000000000020101201210,4,50,36988121
000000000000000000000000201000020101201210,6,60,24538722
000000000000000000020000201001020101201210,4,70,25593027
000000000000000002020000201001020101211210,4,150,16487730
000000000000000000000020000001100000120000,3,10,30852849
000000000000000000000022000001100000120100,3,20,18018016
000000000000000020000022000001100000121100,3,50,34048876
000000000200000020000022000001110000121100,3,160,17085876
000000000000000000000000000000021000001210,4,50,11245646
000000000000000000000000210000021000001210,4,50,13338794
000000000000000002000000210000021100001210,4,170,20564896
000000000000000000000000000000000100201120,2,20,41301071
000000000000000000000000000002010100201120,4,20,11107195
000000000000000001000000200002010100201120,5,20,42336039
000000000000000001000000200002012100211120,3,130,28282345
000000000000000001000010200002212100211120,3,130,13975530
000000000000000101000012200002212100211120,3,140,25644525
000000000000000000000000000000201000120100,5,30,25593976
000000000000000000100000020000201000120100,2,30,39120066
000000000000000000100000020002201000121100,3,110,3659323
000000000000000010100002020002201000121100,6,110,42245795
000000000000000010100012020002201000121120,4,110,19973138
000000000000000010100012020002221100121120,4,130,27334518
000000000001000010100012220002221100121120,6,130,32290413
000000000000000000000000200000010000212110,4,40,19188628
000000000000000002000000200000010100212110,1,40,19214462
000000000000000002000000200010010102212110,2,40,5361898
000000000000000002000000200012110102212110,3,150,8005378
000000000000000000000000000001020000121000,4,30,46897164
000000000000000000000010200001020000121000,2,50,11952370
000000000000000200000010200001020000121100,4,60,11160884
000000000000000202000010200001020001121100,4,160,4665883
000000000000000000000000000000200000010100,4,30,49150983
000000000000000000000000000000210000012100,3,50,48588861
000000000000000010000002000000210000012100,4,50,12660573
000000000000000010000002200000210000112100,4,50,36218537
000000000000000012000002200001210000112100,2,130,3601727
000000000000000012000022200001211000112100,5,150,14518994
000000000000000000000000000001002100201120,5,0,34218224
000000000000000000000000021001002100201120,5,50,7305339
000000000000000000200000021001012100201120,5,160,6717617
000000000000000000000000000000000000211120,4,30,9331284
000000000000000000000000000000021000211120,4,40,34930062
000000000000000000000000210000021000211120,5,40,29108547
000000000000000000200000210000121000211120,4,40,1671624
000000000010000002200000210000121000211120,1,40,29745569
000000000010000002200000210001121002211120,1,40,4404878
000100000010000002200000210021121002211120,4,1000,29319040
000000000000000000000000000000100000120000,3,10,38945478
000000000000000000000002000000100000120010,2,20,48247556
000000000000000000000002000002100000121010,4,40,46341449
000000000000000000000002000000200000010110,4,40,19785421
000000000000000010000002000000200000012110,4,50,19387132
000000000000000010000002100000220000012110,5,50,34693649
000000000000000011000002100000222000012110,6,160,12183513
000000000000000000000000000000200000012110,4,50,20093287
000000000000000000000000000000220000112110,5,170,4772593
000000000000000000000000010000222000112110,2,170,23794337
000000000000000000000000000001000000202110,5,20,22310580
000000000000000000000000000001002100202110,5,40,25571112
000000000000000000000010020001002100202110,5,50,5508915
000000000000000000200010020001012100202110,5,160,32182445
000000000000000002010000202000021100011210,4,160,34261953
000000000000000200000020000001000102110210,2,30,26923893
000000002000000200000020000011000102110210,2,160,31865517
000000000000000000000000000000000101200210,2,30,28553789
000000000000000000000000000002000101201210,2,30,17427168
000000000000000000000020001002000101201210,2,170,5862436
000000000000000010000002000000210000012010,4,50,39745527
000000000000000010000002200000210000112010,4,50,32399179
000000000000000012000002200000210000112110,1,130,2654544
000000000000000012000002200010210002112110,2,150,27085840
000000000000000000000000000000020000011210,4,50,32420187
000000000000000000000000200000020100011210,3,50,27820127
000000000000000000000000201000220100011210,6,50,8023088
000000000000000001020000201000220100011210,3,110,31312261
000000000000000001020002201000220100111210,1,110,36681119
000000000000000001020002201000221102111210,1,120,5712050
000000000000000001020002211020221102111210,2,130,9303434
000000000000000000000000000001200000211000,2,0,14639953
000000000000000000000020000001200001211000,2,20,7052636
000000000000000200000020000001210001211000,2,60,33037927
000000002000000200000020000011210001211000,2,160,6611867
000000000000000000000000000001222000112110,6,170,33024186
000000000000000000000002000001200002110010,3,40,5204425
000000000100000020000002000001200002110010,4,40,30236821
000000000100000020000002000001210002112010,4,40,4725026
000000000100000020000002200001210002112110,2,130,40367755
000000000100000020000022200001210102112110,1,130,21637859
000000000100000020000022201021210102112110,1,130,7258592
000000000000000000000000002000000100100210,1,20,36348671
000000000000000000000000002001000102100210,2,30,12399292
000000000000000000000020002011000102100210,2,40,21029342
000000000000000200000020002011000102101210,2,50,35022994
000000002000000200000020002011010102101210,2,150,16390831
000000000000000000000000000001002000210100,5,20,24625796
000000000000000000000000020001002001210100,5,40,39526090
000000000000000000200010020001002001210100,5,170,12132784
000000000000000000000000000000001001200120,5,20,34376417
000000000000000000000000020010001001200120,5,40,45349729
000000000000000000200000020010001001201120,1,40,34527175
000000000001000000200200020010001001201120,1,40,18192398
000000000001002000200200020010001001211120,1,40,11380497
000000020001002000200200020010011001211120,1,140,14508745
000000000000000000000001000000200000012010,4,50,29069759
000000000000000000000001000000220100012010,6,50,25409322
000000000000000000000001002000220100112010,2,60,41843233
000000000000000000010001002002220100112010,2,60,5624389
000000000000000000010021002002220101112010,1,150,24250186
000000000000000000000000100000020000121000,3,30,31312918
000000000000000000000000100000220001121000,2,40,14638484
000000000000000000000001100002220001121000,1,170,39348995
000000000000000000000000022000001100001210,4,30,4975222
000000000000000000010000022000021100001210,4,50,11998252
000000000000100000010000222000021100001210,2,70,879447
000000000000100001010000222000021100201210,5,130,17619639
000000000001100001210000222000021100201210,3,130,25612791
000000000001100001210000222000021101221210,3,130,20242322
000000000000000000000000200000020001121100,3,60,13587847
000000000000000000000000200000221001121100,1,140,19245685
000000000000000000000000200020221001121110,2,160,23698896
000000000000000000000000200011020001201120,4,60,23410620
000000000000000002000010200011020001201120,4,160,11119811
000000000000000000000000200000020101121210,3,80,31834790
000000000000000000000000200000221101121210,3,140,21574069
000000000000000000000002200010221101121210,3,150,21246079
000000000000000000000000200000020001011210,2,60,27787494
000000000000000000000000200000021001211210,3,60,19790261
000000000000000000000000210000221001211210,5,160,15083217
000000000000000100000020001001000201200120,5,40,14513390
000000000000000100000020001001002201201120,4,60,16704546
000000000000000100010020001001022201201120,5,110,25928969
000000000000000100110020021001022201201120,3,120,9131937
000000000000000100110020121001022201221120,3,130,36648963
000000000000000000000000000000002100010210,5,30,48837224
000000000000000000000000020000002100011210,5,180,11648024
000000000000000000000000120000021001201120,4,40,17649490
000000000000000002000000120000021001211120,1,50,1825885
000000000000000002000000120020121001211120,6,60,25092913
000000000000000002000100120020121201211120,7,140,14493391
000000000000000000000000020000001000200110,4,20,40380940
000000000000000000000000020000001100202110,4,40,6215064
000000000000000000000000120000021100202110,2,40,25726135
000000000000000000100000120002021100202110,2,40,34762490
000000000001000000100020120002021100202110,2,150,22302942
000000000000000000000000000002001000210100,5,0,27739447
000000000000000000000000020002001000211100,6,30,41149047
000000000000000000000010020002001000211120,6,30,4150693
000000000000000000000010020002011200211120,5,110,10381416
000000000001000000200010020002011200211120,4,130,40087714
000010000001000000200010220002011200211120,5,1000,29482521
000000000000000000000000100000020000001210,5,30,36447184
000000000000000000000000110000022000001210,6,60,33246569
000000000000000000000000110000022201001210,2,60,39753972
000000000000000000000000111000022201201210,1,60,28400810
000000000000000000010000111020022201201210,1,60,27391322
000000000000001000010200111020022201201210,1,60,5279349
000000020000001000010200111020022201211210,3,130,29641133
000000000000000000000002000010200002111000,5,40,29216655
000000000000000000000102000010200002111200,2,120,41314012
000000000000000000000102000012210002111200,3,120,32922467
000000000000000020000102000012211002111200,3,150,14203212
000000000000000000000000200000020100101210,4,70,46527650
000000000000000002000000200000020101101210,4,170,19048594
000000000000000000000000000000200002110010,2,20,17620351
000000000000000000000001000002200002110010,5,30,7004731
000000000000000000000001000012200002110210,5,30,19714073
000000000000000000000001010012202002110210,2,40,10476439
000000000000000000100021010012202002110210,3,60,30450925
000000000000000020100021010012202102110210,2,60,9292477
000000000001000220100021010012202102110210,2,130,10389795
000000000000000000000000100000020001201120,4,30,41209836
000000000010000002000000100000020001201120,5,30,9721710
000000000010000002000000100000022001211120,3,150,25449444
000000000010000002000000100001222001211120,6,150,20017888
000000000000000000000000000000000000121000,4,30,45323934
000000000000000202000010200001120000121100,4,160,16226052
000000000000000000000000001002000101200210,6,30,5144883
000000000000000000020000001002001101200210,2,110,23697429
000000000000000000020020001012001101200210,2,160,16080317
000000000000000000000000200010020101201210,4,50,32362249
000000000000000002000000201010020101201210,4,160,19178134
000000000000000000000000100000020000211000,4,20,19472097
000000000000000002000000100000120000211000,3,20,3523230
000000000000000002000002100000120000211010,5,40,820358
000000000000000012000002100000120000211210,5,60,9998888
000000000000000012000002100001122000211210,5,130,11487445
000000000000000012000002120001122001211210,5,140,7953630
000000000000000000000020000001000001200100,6,20,32537049
000000000000000000000020000011000001200120,5,30,24409432
000000000000000000000020000011002001201120,4,50,9288961
000000000000000000000120000011022001201120,1,50,27424745
000000000000002000000120000011022101201120,4,50,1973181
000000010000002000000120200011022101201120,4,100,21130228
000000010000002002000120201011022101201120,4,130,20299456
000000000000000200000020000011000001120000,2,40,30321731
010000002000000200000020000011000001120000,2,1000,12118993
000000000000000000000200000010000001210000,3,20,23470079
000000000000000000000200000011200001210000,3,30,43463613
000000000000001000000202000011200001210000,1,30,29613049
000000020000001000000202000011200001210100,6,40,23945186
100000020000001000000202000011200001210120,1,1000,11129692
000000000000000000000000200001020001121000,4,60,4839378
000000000000000002000000200001120001121000,4,170,3252290
000000000000000000000000020000001001201120,4,40,28890438
000000000000000000100000020000021001201120,4,50,24333787
000000000000000000100000220000021101201120,1,60,3379229
000000000000000000100000220021021101201120,3,60,35871336
000000000000000000100000221021021101221120,6,140,22669367
000000000000000000010000002000002100010210,5,30,6987152
000000000000000000010000022000002100011210,5,170,23662820
000000000000000000000000200010220001121100,2,140,15866848
000000000000000000000010200012220001121100,5,160,38102533
000000000000000000000000000000020001211000,2,30,34339479
000000000000000000000000000002120001211000,4,40,34058115
000000000000000000000000200002120001211100,6,40,37753092
000000000000000000000000200002120101211120,2,60,2817520
000000000000000000000020200002121101211120,2,150,24287866
000000000000000000000000000010200001012000,3,50,16537994
000000000000000000000002000010200001012100,3,80,27131117
000000000000000020000102000010200001012100,3,170,5985716
000000000000000000000002000010200002110100,4,50,18459828
000000000000000000000002000010201002112100,3,50,21300991
000000000000000020000002000010201002112110,3,160,31938334
000000000000000000000000000000020100212110,4,50,14947852
000000000000000000000000200000020101212110,4,170,25091664
000000000000000100000020001011002201200120,2,40,61658
000000002000000100000020001011002201201120,4,60,638390
000000002000000100000020011011022201201120,1,60,23676874
000000002000000100100220011011022201201120,3,110,31538927
010000002000000100100220011011022201221120,2,1000,3444263
000000000000000000000000000000200001012010,3,50,10417768
000000000000000000000002000000200001012110,3,60,18907259
000000000000000020000002000000201001012110,3,170,44911075
000000000000000000000000000000200001120010,1,30,45083263
000000000000000000000000000021200001120010,3,30,46631962
000000000000000010000002000021200001120010,6,30,13830450
000000000000000010000002000021200201121010,4,40,32064157
000000000000000010000002100021220201121010,7,40,2382144
000000000000000010000102100021220201121012,3,40,20741449
000000000200000010000112100021220201121012,2,120,30984559
000000000200000211000112100021220201121012,5,120,18851960
000000000000000000000000200000021001001210,2,50,31351475
000000000000000000000000200001021001201210,4,70,35626685
000000000010000002000000200001021001201210,5,70,40819974
000000000010000002000010220001021001201210,5,100,15352692
000000000010000102200010220001021001201210,2,100,8841139
010000002010000102200010220001021001201210,2,1000,10628170
000000000010000002000000100000020002001100,6,-10,10748147
000000000010000002000000100010020002001120,3,20,44330870
000000000010000002000000100010020002121120,3,120,15819624
000000000010000002000000100010221002121120,3,140,22459973
000000000010000002000002100011221002121120,3,140,29336851
000000000000000000000000000010200001210000,3,50,30269535
000000000000000000000002000011200001210000,2,50,22554023
000000000000000000000022000011200001211000,3,110,8790067
000000000000000020000022000011210001211000,3,160,21563087
000000000000000000000000000010000001200120,5,30,861141
000000000000000000000000000010002101200120,5,40,9523377
000000000000000000000000020011002101200120,5,40,31701928
000000000001000000200000020011002101200120,1,40,106663
000000000001001000200200020011002101200120,1,40,16126245
000000020001001000200200021011002101200120,6,40,38336354
000010020001001000220200021011002101200120,5,1000,15703095
000000000000000010000002000000100000120000,2,10,41126921
000000000000000010000002000002100000120010,1,20,39879712
000000000000000010000002000002100002121010,4,20,3794116
000000000100000010000002000002120002121010,5,70,35141185
000000000100000010000002000002120102121210,3,70,23582225
002000000100000010000002100002120102121210,3,1000,7659634
000000000000001000000220000011000001200000,1,20,45453057
000000020000001000000220000011000001200100,3,20,34996997
100000020000001000000220000011000001220100,1,1000,23581582
000000000000000000000000000000001000000210,5,10,8136726
000000000000000000100000020000001000000210,6,10,43506242
000000000000000000100000020000001200010210,3,10,19279772
000000000000000000100000020000201200110210,1,20,23098629
000000000000000000100001020000201202110210,1,20,25319671
000000000000000000100001020020201202111210,1,20,8217525
000000000000000000100201020021201202111210,1,140,4854787
000000000000000001000000200001020001201120,5,60,19364413
000000000000000001000000200011022001201120,5,100,2146073
000000000000000001000000220011022001211120,5,140,7467490
